,date,CNTY_NM,xco2
2401,2016-05-10,Wheeler,401.6167002462564
2402,2016-05-10,Willacy,400.40077874436975
2403,2016-05-10,Wilson,398.1253472515024
2404,2016-05-12,Gray,403.5402221679688
2405,2016-05-12,Harrison,404.76033367061365
2406,2016-05-12,Newton,405.7398546137847
2407,2016-05-12,Panola,405.3271695738658
2408,2016-05-12,Sabine,405.83489317214116
2409,2016-05-12,Shelby,405.9395869262517
2410,2016-05-17,Coke,394.855800550431
2411,2016-05-17,Dimmit,400.25257347973394
2412,2016-05-17,Edwards,404.0798487360863
2413,2016-05-17,Kimble,403.5433172248304
2414,2016-05-17,Real,404.6239679859531
2415,2016-05-17,Starr,400.3560579632286
2416,2016-05-17,Uvalde,400.6113352564474
2417,2016-05-17,Webb,402.88806416183
2418,2016-05-17,Zapata,401.75462123646116
2419,2016-05-17,Zavala,400.2026920109832
2420,2016-05-21,Bowie,400.7182821320991
2421,2016-05-21,Cass,400.53464586800726
2422,2016-05-21,Cherokee,404.24652099609375
2423,2016-05-21,Harrison,400.68213375497277
2424,2016-05-21,Jasper,402.42012427801166
2425,2016-05-21,Marion,400.2898765195693
2426,2016-05-21,Morris,400.1758431383808
2427,2016-05-21,Panola,400.29299598610754
2428,2016-05-21,Red River,402.1460345262685
2429,2016-05-21,San Augustine,402.57237521251915
2430,2016-05-21,Shelby,400.86811849736233
2431,2016-05-22,Brewster,401.5903555577657
2432,2016-05-22,Pecos,403.4098354168236
2433,2016-05-22,Reeves,405.1958385389298
2434,2016-05-22,Winkler,403.61636763856075
2435,2016-05-24,Bailey,403.49589667480006
2436,2016-05-24,Dawson,402.6534870111694
2437,2016-05-24,Deaf Smith,403.16471870913097
2438,2016-05-24,Gaines,402.3449728265405
2439,2016-05-24,Hockley,403.9383214327132
2440,2016-05-24,Lamb,403.75519967757356
2441,2016-05-24,Martin,402.73901979896453
2442,2016-05-24,Midland,403.3836858897385
2443,2016-05-24,Oldham,403.38629979588507
2444,2016-05-24,Parmer,403.51521233062977
2445,2016-05-24,Val Verde,404.9756389576942
2446,2016-05-27,Frio,406.0647888183594
2447,2016-05-27,Webb,405.3621826171875
2448,2016-05-28,Anderson,398.2510291583215
2449,2016-05-28,Fannin,401.4050399956222
2450,2016-05-28,Galveston,402.19149409528194
2451,2016-05-28,Harris,402.22316318488913
2452,2016-05-28,Houston,397.1417318098247
2453,2016-05-28,Hunt,398.6568223229948
2454,2016-05-28,Montgomery,401.4314196364101
2455,2016-05-28,Potter,401.27374267578125
2456,2016-05-28,Presidio,404.32593790690106
2457,2016-05-28,Walker,400.6977639316271
2458,2016-05-29,Culberson,401.93809573316855
2459,2016-05-30,Dickens,402.77471923828125
2460,2016-05-30,Hemphill,405.0064392089844
2461,2016-05-30,Llano,404.2012939453125
2462,2016-05-31,Brewster,402.36036488951174
2463,2016-05-31,Loving,403.2812847290188
2464,2016-05-31,Pecos,401.7667940011384
2465,2016-05-31,Reeves,404.88991555365095
2466,2016-05-31,Ward,404.35491598945
2467,2016-06-02,Bee,405.143289334284
2468,2016-06-02,Burnet,403.099508850642
2469,2016-06-02,Goliad,405.6166944792494
2470,2016-06-02,Karnes,403.8863876303367
2471,2016-06-02,San Patricio,405.2032018080354
2472,2016-06-02,Wilson,404.4659065785107
2473,2016-06-02,Zavala,403.1173706054688
2474,2016-06-03,Potter,400.4049987792969
2475,2016-06-04,Johnson,403.13063072972
2476,2016-06-04,Montague,396.5159776271321
2477,2016-06-04,Parker,399.8770553153008
2478,2016-06-04,Wise,401.476543629542
2479,2016-06-05,El Paso,403.1421103024187
2480,2016-06-05,Gray,405.5370178222656
2481,2016-06-05,Parker,404.28147379557294
2482,2016-06-07,Culberson,402.970778721109
2483,2016-06-07,Hudspeth,404.25120057893525
2484,2016-06-07,Jeff Davis,401.11276878936525
2485,2016-06-07,Presidio,401.56125230179435
2486,2016-06-08,Anderson,401.0472412109375
2487,2016-06-08,Morris,402.71087646484375
2488,2016-06-08,Panola,402.3995666503906
2489,2016-06-09,Bandera,399.64031775188806
2490,2016-06-09,Briscoe,402.20454684458673
2491,2016-06-09,Carson,398.8209312416978
2492,2016-06-09,Concho,399.5773575489262
2493,2016-06-09,Dickens,401.5860722574871
2494,2016-06-09,Donley,399.7717926828299
2495,2016-06-09,Fisher,401.23961369464195
2496,2016-06-09,Frio,397.5950660931535
2497,2016-06-09,Gray,400.51786507117663
2498,2016-06-09,Hall,400.306278775107
2499,2016-06-09,Hansford,400.2275125788013
2500,2016-06-09,Hutchinson,398.7563279396772
2501,2016-06-09,Jim Hogg,399.1594214886917
2502,2016-06-09,Kent,401.8360979675332
2503,2016-06-09,Kerr,400.54886162074075
2504,2016-06-09,Kimble,399.13517321110703
2505,2016-06-09,La Salle,398.2129706944362
2506,2016-06-09,Medina,398.65898361313157
2507,2016-06-09,Menard,398.9704974885218
2508,2016-06-09,Motley,401.42996953555235
2509,2016-06-09,Nolan,400.8821749535489
2510,2016-06-09,Potter,399.5696105957031
2511,2016-06-09,Real,400.2473401164429
2512,2016-06-09,Runnels,400.0330390408635
2513,2016-06-09,Starr,399.3965080250443
2514,2016-06-09,Stonewall,400.33455583879834
2515,2016-06-09,Uvalde,399.0373635638712
2516,2016-06-09,Webb,398.5059893729087
2517,2016-06-09,Zapata,394.36385850422084
2518,2016-06-09,Zavala,397.31652941554785
2519,2016-06-11,Bee,401.34156210625775
2520,2016-06-11,Blanco,401.8492507748306
2521,2016-06-11,Comal,401.22583613549244
2522,2016-06-11,Comanche,399.5646895195374
2523,2016-06-11,Eastland,398.92808837426264
2524,2016-06-11,Guadalupe,401.1878126119781
2525,2016-06-11,Hays,400.30507853829323
2526,2016-06-11,Karnes,399.85055511351675
2527,2016-06-11,Lampasas,402.0659835077822
2528,2016-06-11,Lipscomb,396.44313963233594
2529,2016-06-11,Wilson,399.69363974200354
2530,2016-06-12,Presidio,403.9076436360677
2531,2016-06-14,El Paso,402.49180304817855
2532,2016-06-15,Presidio,403.0377197265625
2533,2016-06-16,Castro,402.2731697726313
2534,2016-06-16,Crockett,401.8948189995275
2535,2016-06-16,Dallam,401.7035416009921
2536,2016-06-16,Dawson,400.92426867374144
2537,2016-06-16,Deaf Smith,402.2796284664574
2538,2016-06-16,Glasscock,403.12821739444547
2539,2016-06-16,Hartley,401.96739022111046
2540,2016-06-16,Hockley,401.9551974354612
2541,2016-06-16,Lamb,402.10619735046646
2542,2016-06-16,Lubbock,401.494515244849
2543,2016-06-16,Lynn,401.36308676734143
2544,2016-06-16,Martin,401.0802132887131
2545,2016-06-16,Oldham,401.64615231994753
2546,2016-06-16,Reagan,402.4243568147453
2547,2016-06-16,Terry,402.12340536527336
2548,2016-06-16,Val Verde,401.97075324375993
2549,2016-06-17,Gray,404.7101440429688
2550,2016-06-18,Armstrong,399.61639122338966
2551,2016-06-18,Bandera,401.20439803718614
2552,2016-06-18,Briscoe,399.19947818616185
2553,2016-06-18,Carson,398.8372796783175
2554,2016-06-18,Concho,399.06270651365907
2555,2016-06-18,Dickens,399.26791740555086
2556,2016-06-18,Donley,399.92636448005214
2557,2016-06-18,Edwards,397.76724588591605
2558,2016-06-18,Fisher,397.6312873419374
2559,2016-06-18,Frio,400.51383093960663
2560,2016-06-18,Hall,399.9443645377389
2561,2016-06-18,Hansford,400.15238318442096
2562,2016-06-18,Hutchinson,399.3025759012208
2563,2016-06-18,Jim Hogg,400.48815687929374
2564,2016-06-18,Kent,398.262540262227
2565,2016-06-18,Kerr,399.856740841642
2566,2016-06-18,Kimble,398.783879565348
2567,2016-06-18,La Salle,401.43019107815167
2568,2016-06-18,Medina,401.01063410368033
2569,2016-06-18,Menard,397.763079347874
2570,2016-06-18,Motley,399.5518675176701
2571,2016-06-18,Nolan,398.32547372498084
2572,2016-06-18,Real,401.36228839401156
2573,2016-06-18,Runnels,397.8872700827196
2574,2016-06-18,Sherman,400.659249862656
2575,2016-06-18,Starr,400.4141994990842
2576,2016-06-18,Stonewall,397.61103107593954
2577,2016-06-18,Tom Green,401.56528702937067
2578,2016-06-18,Uvalde,400.95621882067456
2579,2016-06-18,Webb,400.61860192311065
2580,2016-06-18,Zavala,400.02131572691724
2581,2016-06-20,Anderson,401.0110576119688
2582,2016-06-20,Delta,400.4498783615417
2583,2016-06-20,Fannin,402.23497426663727
2584,2016-06-20,Henderson,400.5333796128264
2585,2016-06-20,Hopkins,400.3903720461364
2586,2016-06-20,Houston,405.3876344936297
2587,2016-06-20,Hunt,400.8880128630584
2588,2016-06-20,Liberty,401.77998246355475
2589,2016-06-20,Rains,400.7947209174745
2590,2016-06-20,San Jacinto,402.8320914903094
2591,2016-06-20,Trinity,402.9223528050352
2592,2016-06-20,Van Zandt,400.22956377246464
2593,2016-06-21,Potter,402.57415771484375
2594,2016-06-22,Bowie,399.7417379115873
2595,2016-06-22,Cass,400.6010231723149
2596,2016-06-22,Harrison,400.36435044991475
2597,2016-06-22,Newton,399.6702254976538
2598,2016-06-22,Panola,400.0452541125317
2599,2016-06-22,Sabine,402.26170370404265
2600,2016-06-22,Shelby,399.7925583772906
2601,2016-06-23,Brewster,402.0202016771032
2602,2016-06-23,Crockett,404.1953938802083
2603,2016-06-23,Pecos,402.2906779929455
2604,2016-06-23,Reeves,403.02228915285974
2605,2016-06-23,Ward,403.6755218784002
2606,2016-06-23,Webb,403.3483479817708
2607,2016-06-23,Winkler,402.2410812203948
2608,2016-06-25,Castro,401.47833146706773
2609,2016-06-25,Crockett,399.3643692472745
2610,2016-06-25,Dallam,402.47094875667244
2611,2016-06-25,Dawson,398.2708731200546
2612,2016-06-25,Deaf Smith,400.3175416360854
2613,2016-06-25,Hockley,402.63537065151
2614,2016-06-25,Lamb,402.78812070187837
2615,2016-06-25,Lynn,399.6933588304704
2616,2016-06-25,Martin,401.1437305369613
2617,2016-06-25,Oldham,401.2421236395659
2618,2016-06-25,Parmer,400.13019164655145
2619,2016-06-25,Reagan,400.12764529403273
2620,2016-06-25,Terry,401.5624495957087
2621,2016-06-25,Val Verde,398.5203579701837
2622,2016-06-27,Austin,399.4823491666466
2623,2016-06-27,Burleson,400.28982168016364
2624,2016-06-27,Colorado,399.8271193345414
2625,2016-06-27,Cooke,398.390623572134
2626,2016-06-27,Denton,399.31502439739074
2627,2016-06-27,Falls,400.15932366562384
2628,2016-06-27,Hill,399.6665788729164
2629,2016-06-27,Johnson,398.8311682305821
2630,2016-06-27,Matagorda,400.5108761428919
2631,2016-06-27,McLennan,401.09551114523236
2632,2016-06-27,Milam,399.3164933663571
2633,2016-06-27,Montague,399.1233611789842
2634,2016-06-27,Robertson,400.4842999468868
2635,2016-06-27,Tarrant,399.56811492124365
2636,2016-06-27,Washington,398.48444017430614
2637,2016-06-27,Wharton,400.3413441751036
2638,2016-06-27,Wise,399.28010018128487
2639,2016-06-29,Anderson,400.3980082835859
2640,2016-06-29,Chambers,397.8253904885303
2641,2016-06-29,Fannin,399.0394788243893
2642,2016-06-29,Galveston,398.04546171441103
2643,2016-06-29,Henderson,399.56217078724876
2644,2016-06-29,Hopkins,401.48005064111203
2645,2016-06-29,Houston,400.9806373708903
2646,2016-06-29,Hunt,401.54579781099324
2647,2016-06-29,Liberty,400.71436325723135
2648,2016-06-29,Polk,401.31707080743377
2649,2016-06-29,Rains,400.45340185400187
2650,2016-06-29,San Jacinto,400.0089615338335
2651,2016-06-29,Trinity,399.0970872109756
2652,2016-06-29,Van Zandt,399.49932341607143
2653,2016-06-30,Culberson,403.4854942362691
2654,2016-06-30,Jeff Davis,402.7103055513611
2655,2016-06-30,Presidio,399.73684328972445
2656,2016-07-02,Brewster,403.86124965152703
2657,2016-07-02,Pecos,403.0193543445518
2658,2016-07-02,Reeves,405.87841067463165
2659,2016-07-02,Ward,402.861596894119
2660,2016-07-02,Winkler,402.17626207907284
2661,2016-07-04,Archer,397.9830471507739
2662,2016-07-04,Baylor,397.84780291970384
2663,2016-07-04,Bee,398.0448648401695
2664,2016-07-04,Comanche,400.4243436189959
2665,2016-07-04,De Witt,396.95306622888893
2666,2016-07-04,Goliad,398.41939651523717
2667,2016-07-04,Gonzales,403.13726640306413
2668,2016-07-04,Guadalupe,402.1406545728931
2669,2016-07-04,Hamilton,401.6531747765839
2670,2016-07-04,Hays,401.4124421333458
2671,2016-07-04,Karnes,399.3010139548341
2672,2016-07-04,Kleberg,400.51473640940253
2673,2016-07-04,Mills,401.5065690812965
2674,2016-07-04,Nueces,400.4430877514851
2675,2016-07-04,Refugio,399.9148417885105
2676,2016-07-04,San Patricio,400.7926869201858
2677,2016-07-04,Wilbarger,398.92626624681395
2678,2016-07-04,Wilson,402.0438820589334
2679,2016-07-04,Young,398.0196945901428
2680,2016-07-05,Crockett,404.5551300048828
2681,2016-07-06,Austin,399.2029631586924
2682,2016-07-06,Burleson,398.98572255635986
2683,2016-07-06,Colorado,398.033473175019
2684,2016-07-06,Cooke,400.9702652520328
2685,2016-07-06,Denton,399.7619671281427
2686,2016-07-06,Falls,400.5683090392689
2687,2016-07-06,Hill,399.7345939781429
2688,2016-07-06,Johnson,400.0600255537955
2689,2016-07-06,Matagorda,398.9011393797055
2690,2016-07-06,McLennan,399.6385792326633
2691,2016-07-06,Milam,400.4156988041548
2692,2016-07-06,Montague,400.7560557791014
2693,2016-07-06,Robertson,401.24444875688283
2694,2016-07-06,Tarrant,400.55431293424317
2695,2016-07-06,Washington,397.8030447522917
2696,2016-07-06,Wharton,398.7505929048725
2697,2016-07-06,Wise,400.5296764053712
2698,2016-07-07,El Paso,402.52505594095135
2699,2016-07-09,Culberson,403.6625886822893
2700,2016-07-09,Jeff Davis,403.9540670089805
2701,2016-07-09,Presidio,402.5580845056818
2702,2016-07-11,Bandera,399.4862787034695
2703,2016-07-11,Carson,401.38333570212126
2704,2016-07-11,Concho,399.0168229590737
2705,2016-07-11,Crockett,402.6801452636719
2706,2016-07-11,Dickens,398.44657816828635
2707,2016-07-11,Donley,400.1735591185119
2708,2016-07-11,Fisher,399.58303965580524
2709,2016-07-11,Frio,400.1366244417361
2710,2016-07-11,Gray,400.4194887112016
2711,2016-07-11,Hall,399.95193388719156
2712,2016-07-11,Hansford,401.90426449823593
2713,2016-07-11,Hidalgo,400.08930955082184
2714,2016-07-11,Hutchinson,401.6668581722402
2715,2016-07-11,Jim Hogg,399.0003657575523
2716,2016-07-11,Kerr,398.98307965670125
2717,2016-07-11,Kimble,398.7229955210178
2718,2016-07-11,King,398.97012296326767
2719,2016-07-11,La Salle,399.81081365767443
2720,2016-07-11,Medina,399.46474114133576
2721,2016-07-11,Menard,398.5836318854859
2722,2016-07-11,Motley,399.4393423454312
2723,2016-07-11,Nolan,399.84917063936905
2724,2016-07-11,Runnels,400.3796821420147
2725,2016-07-11,Starr,400.60114626013075
2726,2016-07-11,Stonewall,398.75291377241007
2727,2016-07-11,Taylor,398.99315642883425
2728,2016-07-11,Uvalde,399.485765420219
2729,2016-07-11,Webb,398.8065254343855
2730,2016-07-13,Baylor,399.113844010841
2731,2016-07-13,Bee,397.7200574488105
2732,2016-07-13,Blanco,395.7990847993642
2733,2016-07-13,Burnet,399.2678014497854
2734,2016-07-13,Comanche,399.9123160051218
2735,2016-07-13,De Witt,395.632247091271
2736,2016-07-13,Eastland,400.1464069795672
2737,2016-07-13,Goliad,397.3575838079507
2738,2016-07-13,Gonzales,397.38478080835193
2739,2016-07-13,Guadalupe,397.0600519096479
2740,2016-07-13,Hays,396.1610907971786
2741,2016-07-13,Karnes,396.93894387863867
2742,2016-07-13,Kleberg,399.6204893429956
2743,2016-07-13,Lampasas,399.2875531366735
2744,2016-07-13,Mills,399.54555960481656
2745,2016-07-13,Nueces,399.99049458390056
2746,2016-07-13,Refugio,398.42218393459916
2747,2016-07-13,San Patricio,400.6340291816741
2748,2016-07-13,Stephens,399.83000934649357
2749,2016-07-13,Throckmorton,399.3464249651879
2750,2016-07-13,Travis,397.30824129138557
2751,2016-07-13,Wilbarger,399.3053743011109
2752,2016-07-13,Wilson,397.6692941280142
2753,2016-07-13,Young,399.8634056188166
2754,2016-07-15,Bowie,402.8176190331578
2755,2016-07-15,Newton,399.98654247028753
2756,2016-07-15,Potter,398.8174133300781
2757,2016-07-15,Presidio,405.30894470214844
2758,2016-07-15,Sabine,398.64154989897673
2759,2016-07-16,El Paso,402.8174516513195
2760,2016-07-17,Crockett,401.17901611328125
2761,2016-07-17,Dickens,400.89208984375
2762,2016-07-17,Hemphill,401.6226806640625
2763,2016-07-18,Castro,400.08576544448516
2764,2016-07-18,Crockett,398.5355423330411
2765,2016-07-18,Dallam,400.1029721595688
2766,2016-07-18,Dawson,398.9400357084229
2767,2016-07-18,Deaf Smith,400.9079059709192
2768,2016-07-18,Glasscock,399.02079828299946
2769,2016-07-18,Hartley,402.0036439848782
2770,2016-07-18,Hockley,400.1475322137097
2771,2016-07-18,Howard,398.53547857473455
2772,2016-07-18,Lamb,399.9781300681019
2773,2016-07-18,Lubbock,400.64563682943873
2774,2016-07-18,Lynn,400.8033827828113
2775,2016-07-18,Martin,398.93688908569624
2776,2016-07-18,Oldham,401.43143716984645
2777,2016-07-18,Reagan,399.1233282132101
2778,2016-07-18,Val Verde,399.5193673290487
2779,2016-07-21,Presidio,402.1767883300781
2780,2016-07-23,Gray,404.2730102539063
2781,2016-07-24,Bowie,396.6116789303234
2782,2016-07-25,Brewster,399.44961536761133
2783,2016-07-25,Pecos,399.40271151998013
2784,2016-07-25,Reeves,397.7523169437931
2785,2016-07-25,Ward,399.69181501600025
2786,2016-07-25,Winkler,402.3433302063495
2787,2016-07-27,Crockett,397.15531908070153
2788,2016-07-27,Dawson,399.80979915708303
2789,2016-07-27,Deaf Smith,401.67666997553573
2790,2016-07-27,Glasscock,400.4747474523769
2791,2016-07-27,Hartley,400.2120477430846
2792,2016-07-27,Hockley,399.465778429376
2793,2016-07-27,Lamb,400.3888980888233
2794,2016-07-27,Martin,400.7883345931643
2795,2016-07-27,Midland,400.76233457181263
2796,2016-07-27,Oldham,405.23368023479213
2797,2016-07-27,Reagan,401.10162070104434
2798,2016-07-27,Terry,397.83855754649267
2799,2016-07-27,Val Verde,397.4487016144532
2800,2016-07-29,Austin,396.1850576160941
2801,2016-07-29,Burleson,397.3024868173525
2802,2016-07-29,Colorado,397.8235792601481
2803,2016-07-29,Cooke,399.46090057244567
2804,2016-07-29,Denton,401.0353037632409
2805,2016-07-29,Hill,398.59537791926414
2806,2016-07-29,Matagorda,398.7497725220173
2807,2016-07-29,McLennan,399.7386892377917
2808,2016-07-29,Milam,397.3887046763244
2809,2016-07-29,Montague,401.7570471910733
2810,2016-07-29,Robertson,397.5323246171077
2811,2016-07-29,Tarrant,396.7826487496496
2812,2016-07-29,Washington,396.90837048568784
2813,2016-07-29,Wharton,397.92142862487316
2814,2016-07-29,Wise,398.9607764360232
2815,2016-07-31,Anderson,396.8675668551845
2816,2016-07-31,Fannin,399.0563484916018
2817,2016-07-31,Galveston,399.4956169640873
2818,2016-07-31,Henderson,395.88362657620263
2819,2016-07-31,Houston,399.71749696026865
2820,2016-07-31,Hunt,398.02362339936997
2821,2016-07-31,Rains,398.87718282573456
2822,2016-07-31,Trinity,401.399951078929
2823,2016-07-31,Van Zandt,396.72917823549614
2824,2016-08-01,Culberson,399.8651962909797
2825,2016-08-01,Jeff Davis,399.56769433047157
2826,2016-08-01,Presidio,398.12969133401145
2827,2016-08-03,Brewster,398.51546604582603
2828,2016-08-03,Loving,398.1337633706248
2829,2016-08-03,Pecos,398.4373963285922
2830,2016-08-03,Reeves,400.0182874382934
2831,2016-08-03,Ward,399.69608331201215
2832,2016-08-03,Winkler,397.8965913928631
2833,2016-08-04,Crockett,400.8993326822917
2834,2016-08-04,Llano,400.34576416015625
2835,2016-08-05,Baylor,397.8951860149886
2836,2016-08-05,Bee,398.7111062677184
2837,2016-08-05,Blanco,400.8144547697156
2838,2016-08-05,Burnet,398.37957425940357
2839,2016-08-05,Comanche,398.5222291561714
2840,2016-08-05,Eastland,399.06890166700276
2841,2016-08-05,Goliad,398.9715707055958
2842,2016-08-05,Guadalupe,398.2828628202831
2843,2016-08-05,Hays,397.64610555721447
2844,2016-08-05,Karnes,399.38560318357
2845,2016-08-05,Kenedy,403.46092040029663
2846,2016-08-05,Kleberg,399.92562555590104
2847,2016-08-05,Lampasas,398.5802564568723
2848,2016-08-05,Mills,398.146736344123
2849,2016-08-05,Nueces,398.3849937398678
2850,2016-08-05,Presidio,401.4964090983073
2851,2016-08-05,San Patricio,399.2005516516252
2852,2016-08-05,Stephens,399.35230497058814
2853,2016-08-05,Throckmorton,397.93347241356975
2854,2016-08-05,Travis,398.5262010246516
2855,2016-08-05,Wilbarger,399.01763223347933
2856,2016-08-05,Wilson,398.4378417953849
2857,2016-08-05,Young,398.7422185732172
2858,2016-08-07,Burleson,398.84403740870766
2859,2016-08-07,Calhoun,400.41561442194507
2860,2016-08-07,Colorado,399.14204777839285
2861,2016-08-07,Falls,399.0700824651867
2862,2016-08-07,Fayette,399.23221927629896
2863,2016-08-07,Hill,398.43264503839526
2864,2016-08-07,Jackson,398.0141930801214
2865,2016-08-07,Johnson,397.91428144015964
2866,2016-08-07,Lee,399.1174250138953
2867,2016-08-07,Matagorda,398.26092861836685
2868,2016-08-07,McLennan,398.4436880273279
2869,2016-08-07,Milam,398.4672375736409
2870,2016-08-07,Montague,399.17532483051565
2871,2016-08-07,Parker,398.32968002137466
2872,2016-08-07,Tarrant,397.51756583641776
2873,2016-08-07,Washington,399.60211656494613
2874,2016-08-07,Wharton,399.69466384858464
2875,2016-08-07,Wise,398.7042175965872
2876,2016-08-08,El Paso,400.62418144983934
2877,2016-08-21,Crosby,397.30713615426794
2878,2016-08-21,Floyd,396.8695004004985
2879,2016-08-21,Mitchell,398.32286711316556
2880,2016-08-21,Moore,399.10535043519405
2881,2016-08-21,Potter,402.27529825642716
2882,2016-08-21,Scurry,397.02618960291153
2883,2016-08-22,Hemphill,395.9174041748047
2884,2016-08-23,Anderson,397.1982623625081
2885,2016-08-23,Chambers,397.98846256943716
2886,2016-08-23,Delta,398.324992812167
2887,2016-08-23,Fannin,397.58881185547386
2888,2016-08-23,Galveston,399.90260362780344
2889,2016-08-23,Henderson,398.0706626465783
2890,2016-08-23,Hopkins,397.30396141142893
2891,2016-08-23,Houston,398.15716445446014
2892,2016-08-23,Hunt,398.65374856162816
2893,2016-08-23,Liberty,397.9973594791123
2894,2016-08-23,Rains,395.38354030810297
2895,2016-08-23,San Jacinto,402.10719453170896
2896,2016-08-23,Trinity,399.491201928218
2897,2016-08-23,Van Zandt,397.26646877759674
2898,2016-08-25,Frio,402.1782531738281
2899,2016-08-25,Harrison,398.8744454169325
2900,2016-08-25,Panola,399.7655847342685
2901,2016-08-25,Red River,399.73266497586985
2902,2016-08-25,Shelby,403.0094714835286
2903,2016-08-25,Titus,403.29995681531716
2904,2016-08-25,Upshur,400.4941292805597
2905,2016-08-25,Zavala,399.5783996582031
2906,2016-08-26,Pecos,400.94892951523565
2907,2016-08-28,Andrews,396.89030724248903
2908,2016-08-28,Cochran,398.13214372021747
2909,2016-08-28,Crockett,404.7798574902118
2910,2016-08-28,Gaines,397.68121052652646
2911,2016-08-28,Midland,396.865459838502
2912,2016-08-28,Terry,397.21263844209415
2913,2016-08-28,Upton,400.20953747443855
2914,2016-08-28,Val Verde,396.8934051705244
2915,2016-08-28,Yoakum,398.18804278703675
2916,2016-08-30,Burleson,398.8934680819512
2917,2016-08-30,Denton,398.1205362059107
2918,2016-08-30,Falls,397.67137674901346
2919,2016-08-30,Hill,397.55858273969756
2920,2016-08-30,Johnson,398.334381474263
2921,2016-08-30,McLennan,397.31960994406387
2922,2016-08-30,Montague,397.956843499276
2923,2016-08-30,Tarrant,399.17418859355774
2924,2016-08-30,Wise,397.1524020016659
2925,2016-09-01,Brazoria,398.531639685614
2926,2016-09-01,Collin,395.9572422900237
2927,2016-09-01,Freestone,397.5771097300042
2928,2016-09-01,Harris,398.5501764691435
2929,2016-09-01,Henderson,395.498936995864
2930,2016-09-01,Kaufman,398.69848216429006
2931,2016-09-01,Leon,398.1258597154662
2932,2016-09-01,Madison,397.2733490324269
2933,2016-09-01,Montgomery,397.7001746772926
2934,2016-09-01,Navarro,396.5237348373713
2935,2016-09-01,Walker,397.1671311384333
2936,2016-09-02,Culberson,396.401209480584
2937,2016-09-02,Jeff Davis,395.7811593344169
2938,2016-09-02,Presidio,398.198893054615
2939,2016-09-04,Brewster,398.38990019431907
2940,2016-09-04,Jeff Davis,397.48951507311676
2941,2016-09-04,Loving,397.40821497010376
2942,2016-09-04,Pecos,395.39823483210057
2943,2016-09-04,Reeves,397.3869960054357
2944,2016-09-06,Baylor,398.15669078961946
2945,2016-09-06,Burnet,397.59072509089793
2946,2016-09-06,Comanche,399.0930475993082
2947,2016-09-06,Eastland,397.2235310357064
2948,2016-09-06,Guadalupe,399.6954280106972
2949,2016-09-06,Hays,398.18093905018435
2950,2016-09-06,Kenedy,405.29831312596804
2951,2016-09-06,Kleberg,396.99806560141343
2952,2016-09-06,Lampasas,396.1142501793802
2953,2016-09-06,Mills,397.4601638743259
2954,2016-09-06,Nueces,398.6035111925698
2955,2016-09-06,San Patricio,399.25206248404186
2956,2016-09-06,Stephens,399.0396372649039
2957,2016-09-06,Throckmorton,396.9237538209806
2958,2016-09-06,Wilbarger,398.3370201981247
2959,2016-09-06,Young,399.2283721648467
2960,2016-09-08,Bastrop,397.4114460717948
2961,2016-09-08,Bell,397.74017506449417
2962,2016-09-08,Bosque,398.4984755651419
2963,2016-09-08,Calhoun,397.6771112183015
2964,2016-09-08,Clay,402.62641358332564
2965,2016-09-08,Coryell,398.42993545175773
2966,2016-09-08,Erath,397.9518263473768
2967,2016-09-08,Fayette,396.41806661359414
2968,2016-09-08,Gonzales,394.218562481304
2969,2016-09-08,Hood,397.3534876153011
2970,2016-09-08,Jack,399.03992883257524
2971,2016-09-08,Lavaca,396.1709028375574
2972,2016-09-08,Palo Pinto,397.5886683162701
2973,2016-09-08,Parker,396.86090835579193
2974,2016-09-08,Refugio,398.2219750469085
2975,2016-09-08,Somervell,397.98893540508436
2976,2016-09-08,Victoria,396.7599619904326
2977,2016-09-08,Williamson,397.00200228930214
2978,2016-09-09,El Paso,397.9752552954273
2979,2016-09-11,Hudspeth,396.8057676133498
2980,2016-09-13,Dickens,397.9141594540766
2981,2016-09-13,Donley,398.21624926004847
2982,2016-09-13,Fisher,396.6171098773942
2983,2016-09-13,Frio,397.0284298702609
2984,2016-09-13,Gray,399.51504396203046
2985,2016-09-13,Hutchinson,397.9317344991224
2986,2016-09-13,Jim Hogg,397.21759873957905
2987,2016-09-13,Kerr,398.81712291389687
2988,2016-09-13,Kimble,398.19479004816253
2989,2016-09-13,King,398.44203638494946
2990,2016-09-13,La Salle,397.592277295189
2991,2016-09-13,Motley,395.4074782086536
2992,2016-09-13,Nolan,396.2487729343896
2993,2016-09-13,Runnels,398.37289792062205
2994,2016-09-13,Starr,397.9238998991522
2995,2016-09-13,Stonewall,398.78840020502963
2996,2016-09-13,Webb,397.2417254727788
2997,2016-09-15,Atascosa,398.03252786021824
2998,2016-09-15,Bexar,399.28662678875935
2999,2016-09-15,Coleman,397.7088833236944
3000,2016-09-15,Collingsworth,399.9566542916
3001,2016-09-15,Donley,399.6461528004147
3002,2016-09-15,Duval,399.06148421799855
3003,2016-09-15,Gillespie,398.37859658291563
3004,2016-09-15,Gray,399.4844838625746
3005,2016-09-15,Jim Wells,398.6365195634144
3006,2016-09-15,Jones,398.42822297941893
3007,2016-09-15,Kendall,395.78494033776224
3008,2016-09-15,Kenedy,397.60986956852406
3009,2016-09-15,Mason,396.8949895352125
3010,2016-09-15,McCulloch,397.8291992098093
