,Date,Site ID,County,FIPS,Value
381,2020-01-10,32,Bexar,48029,3.5776116666666664
382,2020-01-10,34,Denton,48121,3.589430833333333
383,2020-01-10,37,El Paso,48141,7.2313745833333325
384,2020-01-10,416,Harris,48201,3.46841125
385,2020-01-10,44,El Paso,48141,8.40324880952381
386,2020-01-10,47,Harris,48201,5.508067916666667
387,2020-01-10,5,Kaufman,48257,2.11676625
388,2020-01-10,52,Bexar,48029,1.2790845833333333
389,2020-01-10,55,El Paso,48141,5.653932083333334
390,2020-01-10,56,Galveston,48167,6.403912173913044
391,2020-01-10,59,Bexar,48029,1.99435125
392,2020-01-10,617,Harris,48201,4.56856625
393,2020-01-10,628,Jefferson,48245,4.643749999999999
394,2020-01-10,7,Smith,48423,0.36377250000000005
395,2020-01-10,75,Dallas,48113,1.629407916666667
396,2020-01-10,75,Tarrant,48439,2.423052916666667
397,2020-01-10,803,Harris,48201,10.719007083333334
398,2020-01-10,87,Dallas,48113,3.8249495833333333
399,2020-01-10,9,Jefferson,48245,4.296204583333334
400,2020-01-11,1,Gregg,48183,1.8087475
401,2020-01-11,1001,Orange,48361,3.1749791666666667
402,2020-01-11,1002,Tarrant,48439,10.801012916666664
403,2020-01-11,1006,Hunt,48231,4.4610233333333325
404,2020-01-11,101,Jefferson,48245,2.254218333333333
405,2020-01-11,102,Jefferson,48245,4.068156666666667
406,2020-01-11,1035,Harris,48201,9.1562385
407,2020-01-11,1035,Jefferson,48245,2.7786862500000002
408,2020-01-11,1038,Wilson,48493,5.007605833333334
409,2020-01-11,1044,Ellis,48139,3.0201375
411,2020-01-11,1053,Tarrant,48439,14.179720416666665
412,2020-01-11,1067,Dallas,48113,19.05341333333333
413,2020-01-11,1068,Travis,48453,13.38645958333333
414,2020-01-11,1070,Karnes,48255,4.265412727272727
415,2020-01-11,1100,Orange,48361,2.928540833333334
416,2020-01-11,1607,Brazoria,48039,1.7679158333333331
417,2020-01-11,2,Harrison,48203,1.5725
418,2020-01-11,22,Jefferson,48245,1.4062087500000005
419,2020-01-11,3009,Tarrant,48439,5.583342916666667
420,2020-01-11,32,Bexar,48029,4.355137916666667
421,2020-01-11,34,Denton,48121,4.372453712121212
422,2020-01-11,37,El Paso,48141,22.430080416666666
423,2020-01-11,416,Harris,48201,6.669702083333332
424,2020-01-11,44,El Paso,48141,40.82526666666667
425,2020-01-11,47,Harris,48201,5.99511875
426,2020-01-11,5,Kaufman,48257,4.6454233333333335
427,2020-01-11,52,Bexar,48029,0.3336045833333332
428,2020-01-11,55,El Paso,48141,35.680731249999994
429,2020-01-11,59,Bexar,48029,3.276867916666667
430,2020-01-11,617,Harris,48201,2.448762083333333
431,2020-01-11,628,Jefferson,48245,6.267697083333335
432,2020-01-11,7,Smith,48423,2.5287291666666665
433,2020-01-11,75,Dallas,48113,7.747284583333334
434,2020-01-11,75,Tarrant,48439,4.9767825
435,2020-01-11,803,Harris,48201,8.375386956521739
436,2020-01-11,87,Dallas,48113,8.861254583333334
437,2020-01-11,9,Jefferson,48245,3.1271333333333335
438,2020-01-12,1,Gregg,48183,5.292805500000002
439,2020-01-12,1001,Orange,48361,8.122583
440,2020-01-12,1002,Tarrant,48439,12.456551500000002
441,2020-01-12,1006,Hunt,48231,5.819748499999999
442,2020-01-12,101,Jefferson,48245,4.6201775
443,2020-01-12,102,Jefferson,48245,13.410953000000001
444,2020-01-12,1035,Harris,48201,15.189471000000003
445,2020-01-12,1035,Jefferson,48245,11.9515485
446,2020-01-12,1038,Wilson,48493,5.728195
447,2020-01-12,1044,Ellis,48139,3.132858888888889
449,2020-01-12,1053,Tarrant,48439,21.568163
450,2020-01-12,1067,Dallas,48113,10.611721000000001
451,2020-01-12,1068,Travis,48453,36.2758455
452,2020-01-12,1070,Karnes,48255,2.714761052631579
453,2020-01-12,1100,Orange,48361,7.839135
454,2020-01-12,1607,Brazoria,48039,2.6358728571428576
455,2020-01-12,2,Harrison,48203,2.8696974999999996
456,2020-01-12,22,Jefferson,48245,4.727759500000001
457,2020-01-12,3009,Tarrant,48439,13.383304999999996
458,2020-01-12,32,Bexar,48029,12.180762608695648
459,2020-01-12,34,Denton,48121,8.872609
460,2020-01-12,37,El Paso,48141,29.911490500000003
461,2020-01-12,416,Harris,48201,15.205073499999997
462,2020-01-12,44,El Paso,48141,31.82731458333333
463,2020-01-12,47,Harris,48201,19.083539000000002
464,2020-01-12,5,Kaufman,48257,3.3843795
465,2020-01-12,52,Bexar,48029,2.6899475000000006
466,2020-01-12,55,El Paso,48141,36.029036000000005
467,2020-01-12,59,Bexar,48029,4.8090795
468,2020-01-12,617,Harris,48201,7.7920647619047605
469,2020-01-12,628,Jefferson,48245,8.652040416666665
470,2020-01-12,7,Smith,48423,3.9080185000000016
471,2020-01-12,75,Dallas,48113,7.9733805
472,2020-01-12,75,Tarrant,48439,6.693431000000001
473,2020-01-12,803,Harris,48201,16.167970952380955
474,2020-01-12,87,Dallas,48113,6.6894735
475,2020-01-12,9,Jefferson,48245,12.5895865
476,2020-01-13,1,Gregg,48183,9.490721666666667
477,2020-01-13,1001,Orange,48361,8.904460416666666
